NewInstance4_2s_40c_4v.txt;30;29.105;2446,647461;;;;
NewInstance4_2s_40c_4v.txt;30;9.764;2402,59082;;;;
NewInstance4_2s_40c_4v.txt;60;42.567;2403,267334;;2405,088819;;
NewInstance4_2s_40c_4v.txt;60;52.117;2403,857178;;;;
NewInstance4_2s_40c_4v.txt;60;29.949;2414,221436;;;;
NewInstance4_2s_40c_4v.txt;60;55.52;2407,416504;;;;
NewInstance4_2s_40c_4v.txt;60;7.58;2396,681641;;;;
NewInstance4_3s_45c_6v.txt;10;9.128;2531,183594;;2497,490723;;
NewInstance4_3s_45c_6v.txt;10;9.753;2505,385986;;;;
NewInstance4_3s_45c_6v.txt;10;8.239;2506,324219;;;;
NewInstance4_3s_45c_6v.txt;10;9.459;2454,875732;;;;
NewInstance4_3s_45c_6v.txt;10;7.534;2489,684082;;;;
NewInstance4_3s_45c_6v.txt;30;29.578;2447,834961;;2459,258008;;2463,050553
NewInstance4_3s_45c_6v.txt;30;29.938;2450,694824;;;;
NewInstance4_3s_45c_6v.txt;30;29.539;2419,112549;;;;
NewInstance4_3s_45c_6v.txt;30;29.687;2476,122314;;;;
NewInstance4_3s_45c_6v.txt;30;29.826;2502,525391;;;;
NewInstance4_3s_45c_6v.txt;60;58.444;2426,239258;;2432,40293;;
NewInstance4_3s_45c_6v.txt;60;58.622;2431,055908;;;;
NewInstance4_3s_45c_6v.txt;60;59.33;2435,445557;;;;
NewInstance4_3s_45c_6v.txt;60;59.624;2398,842285;;;;
NewInstance4_3s_45c_6v.txt;60;59.9;2470,431641;;;;
